  _elev,_surf |   ailrn,_surf |   ruddr,_surf |   nwhel,steer |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag | 
       -1.00000 |      -0.99200 |       0.00325 |       0.00000 |      -4.07133 |       4.00235 |      61.60632 |      50.27656 |
        1.00000 |      -0.99200 |       0.00306 |       0.00000 |      -4.89151 |       0.88254 |      61.63215 |      50.30239 |
        0.60676 |       1.00000 |       0.00302 |       0.00000 |      -2.60075 |      -0.89367 |      61.69222 |      50.36246 |
       -1.00000 |       1.00000 |       0.00508 |       0.00000 |       0.42163 |       1.96394 |      61.73900 |      50.40925 |
       -1.00000 |      -0.99200 |       0.00538 |       0.00000 |       1.12135 |       2.89828 |      61.73712 |      50.40738 |
       -1.00000 |      -0.99200 |       0.00341 |       0.00000 |       0.02683 |      -0.25772 |      61.75012 |      50.42038 |
        1.00000 |       1.00000 |       0.00487 |       0.00000 |      -0.65258 |      -1.24374 |      61.79564 |      50.46590 |
       -1.00000 |       1.00000 |       0.00625 |       0.00000 |       0.47592 |       1.78643 |      61.76595 |      50.43622 |
       -1.00000 |      -0.99200 |       0.00532 |       0.00000 |       0.16785 |       3.02948 |      61.70670 |      50.37698 |
       -1.00000 |      -0.99200 |       0.00449 |       0.00000 |      -1.25006 |       0.07890 |      61.67994 |      50.35022 |
        1.00000 |       1.00000 |       0.00685 |       0.00000 |      -2.48229 |      -1.96566 |      61.67533 |      50.34562 |
        1.00000 |       1.00000 |       0.00728 |       0.00000 |      -0.40666 |       0.69678 |      61.57083 |      50.24112 |
       -1.00000 |      -0.99200 |       0.00735 |       0.00000 |       3.36196 |       2.78685 |      61.59820 |      50.26851 |
       -1.00000 |      -0.99200 |       0.00179 |       0.00000 |       4.90269 |       0.10233 |      61.68851 |      50.35882 |
       -1.00000 |       1.00000 |      -0.00024 |       0.00000 |       4.31393 |      -2.02811 |      61.90785 |      50.57816 |
       -1.00000 |       1.00000 |       0.00128 |       0.00000 |       2.53636 |       0.34747 |      62.09640 |      50.76672 |
        1.00000 |      -0.99200 |      -0.00009 |       0.00000 |       0.66911 |       2.54981 |      62.20972 |      50.88005 |
        1.00000 |      -0.99200 |      -0.00087 |       0.00000 |       2.23075 |      -0.13200 |      62.45995 |      51.13028 |
       -1.00000 |       1.00000 |      -0.00371 |       0.00000 |       5.95856 |      -2.37116 |      62.69136 |      51.36170 |
       -1.00000 |       1.00000 |       0.00039 |       0.00000 |       7.23177 |       0.12216 |      62.90081 |      51.57116 |
       -1.00000 |      -0.99200 |       0.00427 |       0.00000 |       6.66846 |       2.42558 |      62.95213 |      51.62248 |
       -1.00000 |      -0.99200 |       0.00594 |       0.00000 |       4.68339 |      -0.17904 |      62.90154 |      51.57190 |
        1.00000 |       1.00000 |       0.01069 |       0.00000 |       2.79096 |      -2.44325 |      62.80728 |      51.47764 |
       -1.00000 |       1.00000 |       0.01233 |       0.00000 |       3.54636 |       0.11204 |      62.51487 |      51.18523 |
       -1.00000 |      -0.99200 |       0.01103 |       0.00000 |       3.38289 |       2.25412 |      62.22396 |      50.89433 |
       -1.00000 |      -0.99200 |       0.01012 |       0.00000 |       2.19630 |      -0.36975 |      61.98965 |      50.66003 |
       -1.00000 |       1.00000 |       0.01231 |       0.00000 |       0.36683 |      -2.60596 |      61.80951 |      50.47990 |
        1.00000 |       1.00000 |       0.01026 |       0.00000 |      -1.06451 |      -0.05542 |      61.59525 |      50.26564 |
       -1.00000 |      -0.99200 |       0.00620 |       0.00000 |       0.30968 |       2.02058 |      61.50003 |      50.17043 |
